DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
783.2,symp abnrm loss weight&underweight,"symptoms concerning nutrition, metabolism, and development, abnormal loss of weight and underweight"
783.21,"symptom, abnormal loss of weight","symptoms concerning nutrition, metabolism, and development, abnormal loss of weight"
783.22,"symptom, abnormal underweight","symptoms concerning nutrition, metabolism, and development, abnormal underweight"
783.3,"symptom, feeding problem","symptoms concerning nutrition, metabolism, and development, feeding difficulties and mismanagement"
783.4,symp lack nrml physlgcl dev chldhd,"symptoms concerning nutrition, metabolism, and development, lack of expected normal physiological development in childhood"
783.40,lack nrml physlgcl dev chldhd,"symptoms concerning nutrition, metabolism, and development,  lack of normal physiological development, unspecified"
783.41,"symp failure to thrive, childhood","symptoms concerning nutrition, metabolism, and development, lack of expected normal physiological development in childhood, failure to thrive"
783.42,"symp delayed milestones, childhood","symptoms concerning nutrition, metabolism, and development, lack of expected normal physiological development in childhood, delayed milestones"
783.43,"symptom, short stature, childhood","symptoms concerning nutrition, metabolism, and development, lack of expected normal physiological development in childhood, short stature"
783.5,"symptom, polydipsia","symptoms concerning nutrition, metabolism, and development, polydipsia"
783.6,"symptom, polyphagia","symptoms concerning nutrition, metabolism, and development, polyphagia"
783.7,"symptom, adult failure to thrive","symptoms concerning nutrition, metabolism, and development, adult failure to thrive"
783.9,"symp, nutrition/metabolism/dev nec","other symptoms concerning nutrition, metabolism, and development"
784,symptoms involving head and neck,symptoms involving head and neck
784.0,"symptom, headache",symptoms involving head and neck; headache
784.1,"symptom, pain, throat",symptoms involving head and neck; throat pain
784.2,swelling in head/neck,"symptoms involving head and neck; swelling, mass, or lump in head and neck"
784.3,"symptom, aphasia",symptoms involving head and neck; aphasia
784.4,"symptom, disturbance, voice",symptoms involving head and neck; voice disturbance
784.40,"symptom, disturbance, voice nos","symptoms involving head and neck; voice disturbance, unspecified"
784.41,"symptom, aphonia","symptoms involving head and neck; voice disturbance, aphonia"
784.49,"symptom, disturbance, voice nec",symptoms involving head and neck; other voice disturbance
784.5,"symptom, disturbance, speech nec",symptoms involving head and neck; other speech disturbance
784.6,"symp dysfunction, other symbolic",symptoms involving head and neck; other symbolic dysfunction
784.60,"symptom, symbolic dysfunction nos","symptoms involving head and neck; symbolic dysfunction, unspecified"
784.61,"symptom, alexia and dyslexia",symptoms involving head and neck; alexia and dyslexia
784.69,"symptom, dysfunction, symbolic nec","symptoms involving head and neck; other symbolic dysfunction, other"
784.7,"symptom, epistaxis",symptoms involving head and neck; epistaxis
784.8,"symptom, hemorrhage from throat",symptoms involving head and neck; hemorrhage from throat
784.9,"symptoms involving head/neck, other",other symptoms involving head and neck
784.91,symp involving head/neck pstnsl drp,other symptoms involving head and neck; postnasal drip
784.99,symptoms involving head/neck nec,other symptoms involving head and neck
785,symptoms inv cardiovascular system,symptoms involving cardiovascular system
785.0,"symptom, tachycardia nos","symptoms involving cardiovascular system; tachycardia, unspecified"
785.1,"symptom, palpitations",symptoms involving cardiovascular system; palpitations
785.2,"symp murmur, cardiac, undiagnosed",symptoms involving cardiovascular system; undiagnosed cardiac murmurs
785.3,symp abnormal heart sounds nec,symptoms involving cardiovascular system; other abnormal heart sounds
785.4,"symptom, gangrene",symptoms involving cardiovascular system; gangrene
785.5,symp shock w/o mention of trauma,symptoms involving cardiovascular system; shock without mention of trauma
785.50,"symptom, shock nos","symptoms involving cardiovascular system; shock, unspecified"
785.51,"symptom, shock, cardiogenic",symptoms involving cardiovascular system; cardiogenic shock
785.52,"symptom, shock, septic",symptoms involving cardiovascular system; septic shock
785.59,"symptom, shock w/o trauma nec",symptoms involving cardiovascular system; other shock without mention of trauma
785.6,"symptom, enlargement, lymph nodes",symptoms involving cardiovascular system; enlargement of lymph nodes
785.9,symp inv cardiovascular system nec,other symptoms involving cardiovascular system
786,symptoms inv respiratory syst/chest,symptoms involving respiratory system and other chest symptoms
786.0,"symp abnrm, dyspnea & respiratory",symptoms involving respiratory system and other chest symptoms; dyspnea and respiratory abnormalities
786.00,"symp abnormality, respiratory nos","symptoms involving respiratory system and other chest symptoms; respiratory abnormality, unspecified"
786.01,"symptom, hyperventilation",symptoms involving respiratory system and other chest symptoms; hyperventilation
786.02,"symptom, orthopnea",symptoms involving respiratory system and other chest symptoms; orthopnea
786.03,"symptom, apnea",symptoms involving respiratory system and other chest symptoms; apnea
786.04,"symptom, cheyne-stokes respiration",symptoms involving respiratory system and other chest symptoms; cheyne-stokes respiration
786.05,"symptom, shortness of breath",symptoms involving respiratory system and other chest symptoms; shortness of breath
786.06,"symptom, tachypnea",symptoms involving respiratory system and other chest symptoms; tachypnea
786.07,"symptom, wheezing",symptoms involving respiratory system and other chest symptoms; wheezing
786.09,"symp abnormality, respiratory nec",symptoms involving respiratory system and other chest symptoms; other dyspnea and respiratory abnormality
786.1,"symptom, stridor",symptoms involving respiratory system and other chest symptoms; stridor
786.2,"symptom, cough",symptoms involving respiratory system and other chest symptoms; cough
786.3,"symptom, hemoptysis",symptoms involving respiratory system and other chest symptoms; hemoptysis
786.4,"symptom, abnormal sputum",symptoms involving respiratory system and other chest symptoms; abnormal sputum
786.5,"symptom, pain, chest",symptoms involving respiratory system and other chest symptoms; chest pain
786.50,"symptom, pain, chest nos",symptoms involving respiratory system and other chest symptoms; unspecified chest pain
786.51,"symptom, pain, precordial",symptoms involving respiratory system and other chest symptoms; precordial pain
786.52,"symptom, painful respiration",symptoms involving respiratory system and other chest symptoms; painful respiration
786.59,"symptom, pain, chest nec",symptoms involving respiratory system and other chest symptoms; other chest pain
786.6,symp swelling/mass/lump in chest,"symptoms involving respiratory system and other chest symptoms; swelling, mass, or lump in chest"
786.7,"symptom, abnormal chest sounds",symptoms involving respiratory system and other chest symptoms; abnormal chest sounds
786.8,"symptom, hiccough",symptoms involving respiratory system and other chest symptoms; hiccough
786.9,symp inv respiratory syst/chest nec,symptoms involving respiratory system and other chest symptoms; other symptoms involving respiratory system and chest
787,symptoms involving digestive system,symptoms involving digestive system
787.0,"symptom, nausea and vomiting",symptoms involving digestive system; nausea and vomiting
787.01,"symptom, nausea with vomiting",symptoms involving digestive system; nausea with vomiting
787.02,"symptom, nausea alone",symptoms involving digestive system; nausea alone
787.03,"symptom, vomiting alone",symptoms involving digestive system; vomiting alone
787.1,"symptom, heartburn",symptoms involving digestive system; heartburn
787.2,"symptom, dysphagia",symptoms involving digestive system; dysphagia
787.20,"dysphagia, unspecified","dysphagia, unspecified"
787.21,"dysphagia, oral phase","dysphagia, oral phase"
787.22,"dysphagia, oropharyngeal phase","dysphagia, oropharyngeal phase"
787.23,"dysphagia, pharyngeal phase","dysphagia, pharyngeal phase"
787.24,"dysphagia, pharyngoesophageal phase","dysphagia, pharyngoesophageal phase"
787.29,other dysphagia,other dysphagia
787.3,symp flatulence/eructation/gas pain,"symptoms involving digestive system; flatulence, eructation, and gas pain"
787.4,"symptom, peristalsis, visible",symptoms involving digestive system; visible peristalsis
787.5,"symptom, abnormal bowel sounds",symptoms involving digestive system; abnormal bowel sounds
787.6,"symptom, incontinence, feces",symptoms involving digestive system; incontinence of feces
787.7,"symptom, abnormal feces",symptoms involving digestive system; abnormal feces
787.9,"symptom, digestive system, other",symptoms involving digestive system; other symptoms involving digestive system
787.91,"symptom, diarrhea nos",symptoms involving digestive system; diarrhea
787.99,symptoms inv digestive system nec,other symptoms involving the digestive system
788,symptoms involving urinary system,symptoms involving urinary system
788.0,"symptom, colic, renal",symptoms involving urinary system; renal colic
788.1,"symptom, dysuria",symptoms involving urinary system; dysuria
788.2,"symptom, retention, urine",symptoms involving urinary system; retention of urine
788.20,"symptom, retention, urine nos","symptoms involving urinary system; retention of urine, unspecified"
788.21,symp incomplete bladder emptying,symptoms involving urinary system; incomplete bladder emptying
788.29,"symptom, retention, urine nec",symptoms involving urinary system; other specified retention of urine
788.3,"symptom, incontinence, urinary",symptoms involving urinary system; urinary incontinence
788.30,"symptom, incontinence, urinary nos",symptoms involving urinary system; unspecified urinary incontinence
788.31,"symptom, incontinence, urge",symptoms involving urinary system; urge incontinence
788.32,"symptom, incontinence, stress, male","symptoms involving urinary system; stress incontinence, male"
788.33,symp incontinence mix urge & stress,"symptoms involving urinary system; mixed incontinence, urge and stress (male) (female)"
788.34,symp incontinence w/o sensory aware,symptoms involving urinary system; incontinence without sensory awareness
788.35,"symptom, dribbling, post-void",symptoms involving urinary system; post-void dribbling
788.36,"symptom, enuresis, nocturnal",symptoms involving urinary system; nocturnal enuresis
788.37,"symptom, leakage, continuous urine",symptoms involving urinary system; continuous urine leakage
788.38,"symptom, overflow incontinence",symptoms involving urinary system; overflow incontinence
788.39,"symptom, incontinence, urinary nec",symptoms involving urinary system; other urinary incontinence
788.4,"symp frequency, urination/polyuria",symptoms involving urinary system; frequency of urination and polyuria
788.41,"symptom, frequency, urinary",symptoms involving urinary system; urinary frequency
788.42,"symptom, polyuria",symptoms involving urinary system; polyuria
788.43,"symptom, nocturia",symptoms involving urinary system; nocturia
788.5,"symptom, oliguria & anuria",symptoms involving urinary system; oliguria and anuria
788.6,"symp abnormalities, urination nec",symptoms involving urinary system; other abnormality of urination
788.61,"symptom, splitting, urinary stream",symptoms involving urinary system; splitting of urinary stream
788.62,"symptom, slowing, urinary stream",symptoms involving urinary system; slowing of urinary stream
788.63,"symptom, urgency, urination",symptoms involving urinary system; urgency of urination
788.64,"symptom, hesitancy, urinary",symptoms involving urinary system; urniary hesitancy
788.65,"symptom, straining, urination",symptoms involving urinary system; straining on urination
788.69,"symptom, abnormality, urination nec","symptoms involving urinary system; other abnormality of urination, other"
788.7,"symptom, discharge, urethral",symptoms involving urinary system; urethral discharge
788.8,"symptom, extravasation, urine",symptoms involving urinary system; extravasation of urine
788.9,symptoms inv urinary system nec,other symptoms involving urinary system
788.91,"symptoms, functl urininary incontin",functional urinary incontinence
788.99,"symptoms, other symptoms, urinary",other symptoms involving urinary system
789,"symptoms inv abdomen, pelvis, other",other symptoms involving abdomen and pelvis
789.0,"symptom, pain, abdominal","other symptoms involving abdomen and pelvis, abdominal pain"
789.00,"symptom, pain, abdominal, site nos","other symptoms involving abdomen and pelvis, abdominal pain, unspecified site"
789.01,"symp pain, abdominal, right up quad","other symptoms involving abdomen and pelvis, abdominal pain, right upper quadrant"
789.02,"symp, pain, abdominal, left up quad","other symptoms involving abdomen and pelvis, abdominal pain, left upper quadrant"
789.03,symp pain abdominal right lwr quad,"other symptoms involving abdomen and pelvis, abdominal pain, right lower quadrant"
789.04,"symp pain, abdominal, left lwr quad","other symptoms involving abdomen and pelvis, abdominal pain, left lower quadrant"
789.05,"symp pain, abdominal, periumbilic","other symptoms involving abdomen and pelvis, abdominal pain, periumbilic"
789.06,"symp pain, abdominal, epigastric","other symptoms involving abdomen and pelvis, abdominal pain, epigastric"
789.07,"symp pain, abdominal, generalized","other symptoms involving abdomen and pelvis, abdominal pain, generalized"
789.09,"symp pain, abdominal, site nec","other symptoms involving abdomen and pelvis, abdominal pain, other specified site"
789.1,"symptom, hepatomegaly","other symptoms involving abdomen and pelvis, hepatomegaly"
789.2,"symptom, splenomegaly","other symptoms involving abdomen and pelvis, splenomegaly"
789.3,"symp swelling, abdmn/pelvic nec","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump"
789.30,symp swelling abdmn/pelvic site nos,"other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, unspecified site"
789.31,symp swelling abdmn right up quad,"other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, right upper quadrant"
789.32,"symp swelling abdmn, left up quad","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, left upper quadrant"
789.33,"symp swelling abdmn, right lwr quad","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, right lower quadrant"
789.34,"symp swelling abdmn, left lwr quad","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, left lower quadrant"
789.35,"symp swelling, abdmn, periumbilic","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, periumbilic"
789.36,"symp swelling, abdmn, epigastric","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, epigastric"
789.37,"symp swelling, abdmn, generalized","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, generalized"
789.39,"symp swelling, abdmn, site nec","other symptoms involving abdomen and pelvis, abdominal or pelvic swelling, mass, or lump, other specified site"
789.4,"symp rigidity, abdominal","other symptoms involving abdomen and pelvis, abdominal rigidity"
789.40,"symp rigidity, abdmn, site nos","other symptoms involving abdomen and pelvis, abdominal rigidity, unspecified site"
789.41,"symp rigidity, abdmn, right up quad","other symptoms involving abdomen and pelvis, abdominal rigidity, right upper quadrant"
789.42,"symp rigidity, abdmn, left up quad","other symptoms involving abdomen and pelvis, abdominal rigidity, left upper quadrant"
789.43,"symp rigidity, abdmn right lwr quad","other symptoms involving abdomen and pelvis, abdominal rigidity, right lower quadrant"
789.44,"symp rigidity, abdmn, left lwr quad","other symptoms involving abdomen and pelvis, abdominal rigidity, left lower quadrant"
789.45,"symp rigidity, abdmn, periumbilic","other symptoms involving abdomen and pelvis, abdominal rigidity, periumbilic"
789.46,"symp rigidity, abdmn, epigastric","other symptoms involving abdomen and pelvis, abdominal rigidity, epigastric"
789.47,"symp rigidity, abdmn, generalized","other symptoms involving abdomen and pelvis, abdominal rigidity, generalized"
789.49,"symp rigidity, abdmn, site nec","other symptoms involving abdomen and pelvis, abdominal rigidity, other specified site"
789.5,"symptom, ascites","other symptoms involving abdomen and pelvis, ascites"
789.51,"symptom, malignant ascites","other symptoms involving abdomen and pelvis, malignant ascites"
789.59,"symptom, other ascites","other symptoms involving abdomen and pelvis, other ascites"
789.6,"symp tenderness, abdominal","other symptoms involving abdomen and pelvis, abdominal tenderness"
789.60,"symp tenderness, abdmn, unspc site","other symptoms involving abdomen and pelvis, abdominal tenderness, unspecified site"
789.61,symp tenderness abdmn right up quad,"other symptoms involving abdomen and pelvis, abdominal tenderness, right upper quadrant"
789.62,symp tenderness abdmn left up quad,"other symptoms involving abdomen and pelvis, abdominal tenderness, left upper quadrant"
789.63,symp tender abdmn right lwr quad,"other symptoms involving abdomen and pelvis, abdominal tenderness, right lower quadrant"
789.64,"symp tender abdmn, left lwr quad","other symptoms involving abdomen and pelvis, abdominal tenderness, left lower quadrant"
789.65,"symp tender, abdmn, periumbilic","other symptoms involving abdomen and pelvis, abdominal tenderness, periumbilic"
789.66,"symp tenderness, abdmn, epigastric","other symptoms involving abdomen and pelvis, abdominal tenderness, epigastric"
789.67,"symp tenderness, abdmn, generalized","other symptoms involving abdomen and pelvis, abdominal tenderness, generalized"
789.69,"symp tender abdmn, oth spec site","other symptoms involving abdomen and pelvis,  tenderness, other specified site"
789.9,symptom inv abdomen/pelvis nec,other symptoms involving abdomen and pelvis
790,"findings on exm of blood, nonspc",nonspecific findings on examination of blood
790.0,"abnormality, red blood cells","nonspecific findings on examination of blood, abnormality of red blood cells"
790.01,"abnrm, precipitous drop, hematocrit","nonspecific findings on examination of blood, abnormality of red blood cells, precipitous drop in hematocrit"
790.09,"abnormality, red blood cells nec","nonspecific findings on examination of blood, other abnormality of red blood cells"
790.1,"sedimentation rate, elevated","nonspecific findings on examination of blood, elevated sedimentation rate"
790.2,abnormal glucose,"nonspecific findings on examination of blood, abnormal glucose"
790.21,impaired fasting glucose,"nonspecific findings on examination of blood, impaired fasting glucose"
790.22,impaired glucose tlrnc test (oral),"nonspecific findings on examination of blood, impaired glucose tolerance test (oral)"
790.29,abnormal glucose nec,"nonspecific findings on examination of blood, other abnormal glucose"
790.3,"blood alcohol level, excessive","nonspecific findings on examination of blood, excessive blood level of alcohol"
790.4,"elevation, transaminase/ldh levels","nonspecific findings on examination of blood, nonspecific elevation of levels of transaminase or lactic acid dehydrogenase (ldh)"
790.5,abnormal serum enzyme level nec,"nonspecific findings on examination of blood, other nonspecific abnormal serum enzyme levels"
790.6,abnormal blood chemistry nec,"nonspecific findings on examination of blood, other abnormal blood chemistry"
790.7,bacteremia,"nonspecific findings on examination of blood, bacteremia"
790.8,viremia nos,"nonspecific findings on examination of blood, unspecified viremia"
790.9,"findings on exm of blood, nec",other nonspecific findings on examination of blood
790.91,abnormal arterial blood gasses,"other nonspecific findings on examination of blood, abnormal arterial blood gasses"
790.92,abnormal blood coagulation profile,"other nonspecific findings on examination of blood, abnormal blood coagulation profile"
790.93,elevated prostate specific antigen,"other nonspecific findings on examination of blood, elevated prostate specific antigen (psa)"
790.94,"syndrome, euthyroid sick","other nonspecific findings on examination of blood, euthyroid sick syndrome"
790.95,elevated c-reactive protein,"other nonspecific findings on examination of blood, elevated c-reactive protein (crp)"
790.99,abnrm blood exm findings nec,"other nonspecific findings on examination of blood, other"
791,"findings on exm of urine, nonspc",nonspecific findings on examination of urine
791.0,proteinuria,"nonspecific findings on examination of urine, proteinuria"
791.1,chyluria,"nonspecific findings on examination of urine, chyluria"
791.2,hemoglobinuria,"nonspecific findings on examination of urine, hemoglobinuria"
791.3,myoglobinuria,"nonspecific findings on examination of urine, myoglobinuria"
791.4,biliuria,"nonspecific findings on examination of urine, biliuria"
791.5,glycosuria,"nonspecific findings on examination of urine, glycosuria"
791.6,acetonuria,"nonspecific findings on examination of urine, acetonuria"
791.7,"cells/casts in urine, other","nonspecific findings on examination of urine, other cells and casts in urine"
791.9,findings on exm of urine oth nonspc,other nonspecific findings on examination of urine
792,abnormal finding in body substances,nonspecific abnormal findings in other body substances
792.0,"abnrm findings, cerebrospinal fluid",nonspecific abnormal findings in cerebrospinal fluid
792.1,"abnormal findings, stool contents",nonspecific abnormal findings in stool contents
792.2,"abnormal findings, semen",nonspecific abnormal findings in semen
792.3,"abnormal findings, amniotic fluid",nonspecific abnormal findings in amniotic fluid
792.4,"abnormal findings, saliva",nonspecific abnormal findings in saliva
792.5,"abfnd, cloudy dialysis effluent","nonspecific abnormal findings in other body substances, cloudy (hemodialysis) (peritoneal) dialysis effluent"
792.9,"abnormal finding, body substanc nec",other nonspecific abnormal findings in body substances
793,"abnormal finding, radiological",nonspecific abnormal findings on radiological and other examination of body structure
793.0,"abfnd, rdlog, skull & head",nonspecific abnormal findings on radiological and other examination of skull and head
793.1,"abfnd, rdlog, lung field",nonspecific abnormal findings on radiological and other examination of lung field
793.2,"abfnd, rdlog, intrathoracic org nec",nonspecific abnormal findings on radiological and other examination of other intrathoracic organs
793.3,"abfnd, rdlog, biliary tract",nonspecific abnormal findings on radiological and other examination of biliary tract
793.4,"abfnd, rdlog, gi tract",nonspecific abnormal findings on radiological and other examination of gastrointestinal tract
793.5,"abfnd, rdlog, gu organs",nonspecific abnormal findings on radiological and other examination of genitourinary organs
793.6,"abfnd, rdlog, abdominal area","nonspecific abnormal findings on radiological and other examination of abdominal area, including retroperitoneum"
793.7,"abfnd, rdlog, musculoskel systm",nonspecific abnormal findings on radiological and other examination of musculoskeletal system
793.8,"abfnd, rdlog, breast",nonspecific abnormal findings on radiological and other examination of breast
793.80,"abfnd, rdlog, breast, mammogrm nos","nonspecific abnormal findings on radiological and other examinations of breast, mammogram nos"
793.81,"abfnd, breast, mammogrphc microcalc","nonspecific abnormal findings on radiological and other examinations of breast, mammographic microcalcification"
793.89,"abfnd, rdlog, breast, nec",other abnormal findings on radiological examination of breast
793.9,"abfnd, rdlog, body structure, nec",nonspecific abnormal findings on radiological and other examination of body sites; other
793.91,abfnd rdlog incnclsv d/t excs bdyft,nonspecific abnormal findings on radiological and other examination of body sites; other; image test inconclusive due to excess body fat
793.99,"abfnd, rdlog, body structure nec",other nonspecific abnormal findings on radiological and other examination of body structure
794,"abnm results, function study nonspc",nonspecific abnormal results of function studies
794.0,"abrslt, fnctn study brain/cns",nonspecific abnormal results of function study of brain and central nervous system
794.00,"abrslt, fnctn study brain/cns nos",unspecified abnormal function study of brain and central nervous system
794.01,"abrslt, function study, echoencph",nonspecific abnormal echoencephalogram
794.02,"abrslt, function study, eeg",nonspecific abnormal electroencephalogram (eeg)
794.09,"abrslt, fnctn study, brain/cns nec",other nonspecific abnormal results of function study of brain and central nervous system
794.1,"abrslt, fnctn study, pns",nonspecific abnormal results of function study of peripheral nervous system and special senses
794.10,"abrslt, fnctn study, nrv stim, nos",nonspecific abnormal response to unspecified nerve stimulation
794.11,"abrslt, fnctn study, retinal",nonspecific abnormal retinal function studies
794.12,"abrslt, fnctn study, eog",nonspecific abnormal electro-oculogram (eog)
794.13,"abrslt, fnctn study, vep",nonspecific abnormal visually evoked potential
794.14,"abrslt, fnctn study, oculomotor",nonspecific abnormal oculomotor studies
794.15,"abrslt, fnctn study, auditory",nonspecific abnormal auditory function studies
794.16,"abrslt, fnctn study, vestibular",nonspecific abnormal vestibular function studies
794.17,"abrslt, fnctn study, emg",nonspecific abnormal electromyogram (emg)
794.19,"abrslt, fnctn study, pns nec",other nonspecific abnormal results of function study of peripheral nervous system and special senses
794.2,"abrslt, fnctn study, pulmonary",nonspecific abnormal results of function study of pulmonary system
794.3,"abrslt, fnctn study, cardiovascular",nonspecific abnormal results of function study of cardiovascular system
794.30,"abrslt, fnctn study, cv nos",unspecified abnormal function study of cardiovascular system
794.31,"abrslt, fnctn study, ekg",nonspecific abnormal electrocardiogram (ecg) (ekg)
794.39,"abrslt, fnctn study, ekg, nec",other nonspecific abnormal function study of cardiovascular system
794.4,"abrslt, fnctn study, kidney",nonspecific abnormal results of function study of kidney
794.5,"abrslt, fnctn study, thyroid",nonspecific abnormal results of function study of thyroid
794.6,"abrslt, fnctn study, endocrine nec",nonspecific abnormal results of other endocrine function study
794.7,"abrslt, fnctn study, basal mtb",nonspecific abnormal results of function study of basal metabolism
794.8,"abrslt, fnctn study, liver",nonspecific abnormal results of function study of liver
794.9,"abrslt, fnctn study nec",nonspecific abnormal results of other specified function study
795,"abfnd, tests, nonspecific","other and nonspecific abnormal cytological, histological, immunological and dna test findings"
795.0,abfnd pap smear cervix/crvcl hpv,abnormal papanicolaou smear of cervix and cervical hpv
795.00,abfnd glandular pap smear cervix,abnormal glandular papanicolaou smear of cervix
795.01,"abfnd, asc-us",papanicolaou smear of cervix with atypical squamous cells of undetermined significance (asc-us)
795.02,abfnd pap smear asc-h,papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h)
795.03,abfnd pap smear lgsil,papanicolaou smear of cervix with low grade squamous intraepithelial lesion (lgsil)
795.04,abfnd pap smear hgsil,papanicolaou smear of cervix with high grade squamous intraepithelial lesion (hgsil)
795.05,abfnd pap smear hpv dna,cervical high risk human papillomavirus (hpv) dna test positive
795.06,"abfnd pap cervix, cyto evdnc mlig",papanicolaou smear of cervix with cytologic evidence of malignancy
795.07,satisf smear but lacking trans zone,satisfactory cervical smear but lacking transformation zone
795.08,unsatisfactory cervical cyt smear,unsatisfactory cervical cytology smear
795.09,abfnd pap smear cervix hpv nec,other abnormal papanicolaou smear of cervix and cervical hpv
795.1,abnorn pap smear vagina hpv,abnormal papanicolaou smear of vagina and vaginal hpv
795.10,abnorn gland pap smear vag,abnormal glandular papanicolaou smear of vagina
795.11,pap smr vag sqm clls undet signif,papanicolaou smear of vagina with atypical squamous cells of undetermined significance (asc-us)
795.12,pap smr vag sqm clls high grade cel,papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h)
795.13,pap smr vag low grade sqm lesion,papanicolaou smear of vagina with low grade squamous intraepithelial lesion (lgsil)
795.14,pap smr vag high grade sqm lesion,papanicolaou smear of vagina with high grade squamous intraepithelial lesion (hgsil)
795.15,vag high risk human hpv test positv,vaginal high risk human papillomavirus (hpv) dna test positive
795.16,pap smr vag w/ cyto evidence malign,papanicolaou smear of vagina with cytologic evidence of malignancy
795.18,unsatisf vaginal cytology smear,unsatisfactory vaginal cytology smear
795.19,other abnorm pap smr of vagina hpv,other abnormal papanicolaou smear of vagina and vaginal hpv
795.2,"abfnd, chromosomal analysis",nonspecific abnormal findings on chromosomal analysis
795.3,"abfnd, positive culture, nonspec",nonspecific positive culture findings
795.31,"abfnd, positive, anthrax, nonspec",nonspecific positive findings for anthrax
795.39,"abfnd, positive culture nonspec nec",other nonspecific positive culture findings
795.4,"abfnd hstlgc/imunlgc, nonspc nec",other nonspecific abnormal histological findings
795.5,"abfnd, tb skin test w/o active tb",nonspecific reaction to tuberculin skin test without active tuberculosis
795.6,"abfnd, false pstv serlg test, syph",false positive serological test for syphilis
795.7,"abfnd, immunological, other",other nonspecific immunological findings
795.71,"abfnd, serologic evidence of hiv",nonspecific serologic evidence of human immunodeficiency virus [hiv]
795.79,"abfnd, immunological nos",other and unspecified nonspecific immunological findings
795.8,abnormal tumor markers,abnormal tumor markers
795.81,"abnrm tumor mark, elevated cea",abnormal tumor markers; elevated carcinoembryonic antigen [cea]
795.82,"abnrm tumor mark, elevated ca 125",abnormal tumor markers; elevated cancer antigen 125 [ca 125]
795.89,abnormal tumor markers nec,abnormal tumor markers nec
796,"abnormal findings, nonspc, other",other nonspecific abnormal findings
796.0,"abfnd, toxicological",nonspecific abnormal toxicological findings
796.1,"abnormal findings, reflex",abnormal reflex
796.2,"abfnd, elevated bp w/o htn",elevated blood pressure reading without diagnosis of hypertension
796.3,"abfnd, low blood pressure reading",nonspecific low blood pressure reading
796.4,"abfnd, clinical nec",other abnormal clinical findings
796.5,"abfnd, antenatal screening",abnormal finding on antenatal screening
796.6,"abfnd, neonatal screening",abnormal findings on neonatal screening
796.7,abnormal cytologic smr of anus hpv,abnormal cytologic smear of anus and anal hpv
796.70,abnormal glandular pap smr of anus,abnormal glandular papanicolaou smear of anus
796.71,pap smr anus sqm cel undeter signif,papanicolaou smear of anus with atypical squamous cells of undetermined significance (asc-us)
796.72,pap smr anus w/ high grade sqm cell,papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h)
796.73,pap smr anus w/ low grad sqm lesion,papanicolaou smear of anus with low grade squamous intraepithelial lesion (lgsil)
796.74,pap smr anus w/ high grad sqm lesio,papanicolaou smear of anus with high grade squamous intraepithelial lesion (hgsil)
796.75,anal high risk human pap (hpv),anal high risk human papillomavirus (hpv) dna test positive
796.76,pap smr of anus w/ cyto evid malig,papanicolaou smear of anus with cytologic evidence of malignancy
796.77,satisf anal smr lacking transfr zon,satisfactory anal smear but lacking transformation zone
796.78,unsatisfactory anal cytology smear,unsatisfactory anal cytology smear
796.79,othr abnorm pap smr anus/anal hpv,other abnormal papanicolaou smear of anus and anal hpv
796.9,abnormal findings nec,"other nonspecific abnormal findings, other"
797,senility w/o psychosis,senility without mention of psychosis
798,"death, sudden, cause unknown","sudden death, cause unknown"
798.0,"syndrome, sudden infant death",sudden infant death syndrome
798.1,"death, instantaneous",instantaneous death
798.2,"death, less than 24 hrs onset symp","death occurring in less than 24 hours from onset of symptoms, not otherwise explained"
798.9,"death, unattended",unattended death
799,morbidity/mortality oth ill-defined,other ill-defined and unknown causes of morbidity and mortality
799.0,asphyxia and hypoxemia,"other ill-defined and unknown causes of morbidity and mortality, asphyxia and hypoxemia"
799.01,apshyxia,"other ill-defined and unknown causes of morbidity and mortality, asphyxia"
799.02,hypoxemia,"other ill-defined and unknown causes of morbidity and mortality, hypoxemia"
799.1,"arrest, respiratory",respiratory arrest
799.2,nervousness,nervousness
799.3,debility nos,"debility, unspecified"
799.4,cachexia,cachexia
799.8,"condition, ill-defined nec",other ill-defined conditions
799.81,decreased libido,"other ill-defined conditions, decreased libido"
799.89,ill-defined condition nec,other ill-defined conditions
799.9,morbidity/mortality nec,other unknown and unspecified cause of morbidity or mortality
800,"fracture, vault of skull",fracture of vault of skull
800.0,fracture of vault of skull,closed fracture of vault of skull without mention of intracranial injury
